,group,song_lines,tokenized,lemmatized
2166,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2167,Måneskin,and i'm a lawyer,"['and', 'i', ""'m"", 'a', 'lawyer']",and i 'm a lawyer
2168,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2169,Måneskin,and i'm a killer,"['and', 'i', ""'m"", 'a', 'killer']",and i 'm a killer
2170,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2171,Måneskin,i'm a motherfucking monster,"['i', ""'m"", 'a', 'motherfucking', 'monster']",i 'm a motherfucking monster
2172,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2173,Måneskin,i wanna be your slave,"['i', 'wan', 'na', 'be', 'your', 'slave']",i wan na be your slave
2174,Måneskin,i wanna be your master,"['i', 'wan', 'na', 'be', 'your', 'master']",i wan na be your master
2175,Måneskin,ci ho provato a liberarmi da quel senso di indesiderato,"['ci', 'ho', 'provato', 'a', 'liberarmi', 'da', 'quel', 'senso', 'di', 'indesiderato']",ci ho provato a liberarmi da quel senso di indesiderato
2176,Måneskin,ed ho fallito mille volte però ci ho provato,"['ed', 'ho', 'fallito', 'mille', 'volte', 'però', 'ci', 'ho', 'provato']",ed ho fallito mille volta però ci ho provato
2177,Måneskin,ho messo pesi sulla schiena e poi sono caduto,"['ho', 'messo', 'pesi', 'sulla', 'schiena', 'e', 'poi', 'sono', 'caduto']",ho messo pesi sulla schiena e poi sono caduto
2178,Måneskin,ho perso sangue dal naso e mi sono rialzato,"['ho', 'perso', 'sangue', 'dal', 'naso', 'e', 'mi', 'sono', 'rialzato']",ho perso sangue dal naso e mi sono rialzato
2179,Måneskin,però a vent'anni già mi chiedo se son troppo stanco,"['però', 'a', ""vent'anni"", 'già', 'mi', 'chiedo', 'se', 'son', 'troppo', 'stanco']",però a vent'anni già mi chiedo se son troppo stanco
2180,Måneskin,se quello che mi serve è quello che ho desiderato,"['se', 'quello', 'che', 'mi', 'serve', 'è', 'quello', 'che', 'ho', 'desiderato']",se quello che mi serve è quello che ho desiderato
2181,Måneskin,se un giorno riuscirò davvero ad esser realizzato,"['se', 'un', 'giorno', 'riuscirò', 'davvero', 'ad', 'esser', 'realizzato']",se un giorno riuscirò davvero ad esser realizzato
2182,Måneskin,e sono spaventato,"['e', 'sono', 'spaventato']",e sono spaventato
2183,Måneskin,"e tu stammi ad un palmo dal culo, testa di cazzo","['e', 'tu', 'stammi', 'ad', 'un', 'palmo', 'dal', 'culo', ',', 'testa', 'di', 'cazzo']","e tu stammi ad un palmo dal culo , testa di cazzo"
2184,Måneskin,ho scelto sempre di essere uno ed uno soltanto,"['ho', 'scelto', 'sempre', 'di', 'essere', 'uno', 'ed', 'uno', 'soltanto']",ho scelto sempre di essere uno ed uno soltanto
2185,Måneskin,toccare il cielo e ritornare a mangiare l'asfalto,"['toccare', 'il', 'cielo', 'e', 'ritornare', 'a', 'mangiare', ""l'asfalto""]",toccare il cielo e ritornare a mangiare l'asfalto
2186,Måneskin,"a volte ho pianto, ma non è questo che mi ferma","['a', 'volte', 'ho', 'pianto', ',', 'ma', 'non', 'è', 'questo', 'che', 'mi', 'ferma']","a volta ho pianto , ma non è questo che mi ferma"
2187,Måneskin,voglio il mio riscatto,"['voglio', 'il', 'mio', 'riscatto']",voglio il mio riscatto
2188,Måneskin,"tu stammi ad un palmo dal culo, testa di cazzo","['tu', 'stammi', 'ad', 'un', 'palmo', 'dal', 'culo', ',', 'testa', 'di', 'cazzo']","tu stammi ad un palmo dal culo , testa di cazzo"
2189,Måneskin,ho scelto di essere uno ed uno soltanto,"['ho', 'scelto', 'di', 'essere', 'uno', 'ed', 'uno', 'soltanto']",ho scelto di essere uno ed uno soltanto
2190,Måneskin,toccare il cielo e tornare a mangiare asfalto,"['toccare', 'il', 'cielo', 'e', 'tornare', 'a', 'mangiare', 'asfalto']",toccare il cielo e tornare a mangiare asfalto
2191,Måneskin,"in nome del padre, del figlio e spirito santo","['in', 'nome', 'del', 'padre', ',', 'del', 'figlio', 'e', 'spirito', 'santo']","in nome del padre , del figlio e spirito santo"
2192,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2193,Måneskin,"in nome del padre, del figlio, spirito santo","['in', 'nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","in nome del padre , del figlio , spirito santo"
2194,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2195,Måneskin,"in nome del padre, del figlio, spirito santo","['in', 'nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","in nome del padre , del figlio , spirito santo"
2196,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2197,Måneskin,"nome del padre, del figlio, spirito santo","['nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","nome del padre , del figlio , spirito santo"
2198,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2199,Måneskin,"nome del padre, del figlio, spirito santo","['nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","nome del padre , del figlio , spirito santo"
2200,Måneskin,"ehi, fate spazio, fatene tanto","['ehi', ',', 'fate', 'spazio', ',', 'fatene', 'tanto']","ehi , fate spazio , fatene tanto"
2201,Måneskin,"che adesso non mi basta il mondo, non mi basta il palco","['che', 'adesso', 'non', 'mi', 'basta', 'il', 'mondo', ',', 'non', 'mi', 'basta', 'il', 'palco']","che adesso non mi basta il mondo , non mi basta il palco"
2202,Måneskin,"mi hanno chiamato in tutti i modi, anche codardo","['mi', 'hanno', 'chiamato', 'in', 'tutti', 'i', 'modi', ',', 'anche', 'codardo']","mi hanno chiamato in tutti i modi , anche codardo"
2203,Måneskin,"son morto più di cento volte, mai morto invano","['son', 'morto', 'più', 'di', 'cento', 'volte', ',', 'mai', 'morto', 'invano']","son morto più di cento volta , mai morto invano"
2204,Måneskin,"tu dimmi che stai nascondendo, cos'hai nel palmo?","['tu', 'dimmi', 'che', 'stai', 'nascondendo', ',', ""cos'hai"", 'nel', 'palmo', '?']","tu dimmi che stai nascondendo , cos'hai nel palmo ?"
2205,Måneskin,perché dopo che mi hai guardato mi dai del pazzo?,"['perché', 'dopo', 'che', 'mi', 'hai', 'guardato', 'mi', 'dai', 'del', 'pazzo', '?']",perché dopo che mi hai guardato mi dai del pazzo ?
2206,Måneskin,"se pensi che sono cambiato, che sono un altro","['se', 'pensi', 'che', 'sono', 'cambiato', ',', 'che', 'sono', 'un', 'altro']","se pensi che sono cambiato , che sono un altro"
2207,Måneskin,"non hai capito un cazzo di niente, quindi che cazzo mi guardi?","['non', 'hai', 'capito', 'un', 'cazzo', 'di', 'niente', ',', 'quindi', 'che', 'cazzo', 'mi', 'guardi', '?']","non hai capito un cazzo di niente , quindi che cazzo mi guardi ?"
2208,Måneskin,"tu stammi ad un palmo dal culo, te lo ripeto","['tu', 'stammi', 'ad', 'un', 'palmo', 'dal', 'culo', ',', 'te', 'lo', 'ripeto']","tu stammi ad un palmo dal culo , te lo ripeto"
2209,Måneskin,ho scelto di guardare più avanti di ciò che vedo,"['ho', 'scelto', 'di', 'guardare', 'più', 'avanti', 'di', 'ciò', 'che', 'vedo']",ho scelto di guardare più avanti di ciò che vedo
2210,Måneskin,"il mio passato non me lo scordo, non lo rinnego","['il', 'mio', 'passato', 'non', 'me', 'lo', 'scordo', ',', 'non', 'lo', 'rinnego']","il mio passato non me lo scordo , non lo rinnego"
2211,Måneskin,"colpisci forte, tanto non cado, rimango in piedi","['colpisci', 'forte', ',', 'tanto', 'non', 'cado', ',', 'rimango', 'in', 'piedi']","colpisci forte , tanto non cado , rimango in piedi"
2212,Måneskin,"tu stammi ad un palmo dal culo, testa di cazzo","['tu', 'stammi', 'ad', 'un', 'palmo', 'dal', 'culo', ',', 'testa', 'di', 'cazzo']","tu stammi ad un palmo dal culo , testa di cazzo"
2213,Måneskin,ho scelto di essere uno ed uno soltanto,"['ho', 'scelto', 'di', 'essere', 'uno', 'ed', 'uno', 'soltanto']",ho scelto di essere uno ed uno soltanto
2214,Måneskin,toccare il cielo e tornare a mangiare asfalto,"['toccare', 'il', 'cielo', 'e', 'tornare', 'a', 'mangiare', 'asfalto']",toccare il cielo e tornare a mangiare asfalto
2215,Måneskin,"in nome del padre, del figlio e spirito santo","['in', 'nome', 'del', 'padre', ',', 'del', 'figlio', 'e', 'spirito', 'santo']","in nome del padre , del figlio e spirito santo"
2216,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2217,Måneskin,"nome del padre, del figlio, spirito santo","['nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","nome del padre , del figlio , spirito santo"
2218,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2219,Måneskin,"nome del padre, del figlio, spirito santo","['nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","nome del padre , del figlio , spirito santo"
2220,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2221,Måneskin,"nome del padre, del figlio, spirito santo","['nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","nome del padre , del figlio , spirito santo"
2222,Måneskin,"ah, ah, ah, ehi","['ah', ',', 'ah', ',', 'ah', ',', 'ehi']","ah , ah , ah , ehi"
2223,Måneskin,"nome del padre, del figlio, spirito santo","['nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","nome del padre , del figlio , spirito santo"
2224,Måneskin,"ehi, per quello che ho vissuto, il tempo che ho buttato","['ehi', ',', 'per', 'quello', 'che', 'ho', 'vissuto', ',', 'il', 'tempo', 'che', 'ho', 'buttato']","ehi , per quello che ho vissuto , il tempo che ho buttato"
2225,Måneskin,pensavi che fossi morto e poi sono rinato,"['pensavi', 'che', 'fossi', 'morto', 'e', 'poi', 'sono', 'rinato']",pensavi che fossi morto e poi sono rinato
2226,Måneskin,di cos'è fare l'artista te ne hanno mai parlato?,"['di', ""cos'è"", 'fare', ""l'artista"", 'te', 'ne', 'hanno', 'mai', 'parlato', '?']",di cos'è fare l'artista te ne hanno mai parlato ?
2227,Måneskin,"di tutto quello che ho perso, che ho sacrificato","['di', 'tutto', 'quello', 'che', 'ho', 'perso', ',', 'che', 'ho', 'sacrificato']","di tutto quello che ho perso , che ho sacrificato"
2228,Måneskin,"di non avere voce, restare senza fiato","['di', 'non', 'avere', 'voce', ',', 'restare', 'senza', 'fiato']","di non avere voce , restare senza fiato"
2229,Måneskin,di avere mille persone che aspettano un tuo sbaglio,"['di', 'avere', 'mille', 'persone', 'che', 'aspettano', 'un', 'tuo', 'sbaglio']",di avere mille persone che aspettano un tuo sbaglio
2230,Måneskin,sapere che ogni passo falso verrà condannato,"['sapere', 'che', 'ogni', 'passo', 'falso', 'verrà', 'condannato']",sapere che ogni passo falso verrà condannato
2231,Måneskin,mi chiedo spesso se son stato solo fortunato,"['mi', 'chiedo', 'spesso', 'se', 'son', 'stato', 'solo', 'fortunato']",mi chiedo spesso se son stato solo fortunato
2232,Måneskin,e non mi passa il moto della mia rabbia,"['e', 'non', 'mi', 'passa', 'il', 'moto', 'della', 'mia', 'rabbia']",e non mi passa il moto della mia rabbia
2233,Måneskin,spero che il mio passato se lo porti via la carta,"['spero', 'che', 'il', 'mio', 'passato', 'se', 'lo', 'porti', 'via', 'la', 'carta']",spero che il mio passato se lo porti via la carta
2234,Måneskin,"è matto, questo è matto, chiedi perché lo faccio","['è', 'matto', ',', 'questo', 'è', 'matto', ',', 'chiedi', 'perché', 'lo', 'faccio']","è matto , questo è matto , chiedi perché lo faccio"
2235,Måneskin,"in nome del padre, del figlio, spirito santo","['in', 'nome', 'del', 'padre', ',', 'del', 'figlio', ',', 'spirito', 'santo']","in nome del padre , del figlio , spirito santo"
2236,Måneskin,ma dimmi le tue verità,"['ma', 'dimmi', 'le', 'tue', 'verità']",ma dimmi le tue verità
2237,Måneskin,"coraline, coraline, dimmi le tue verità","['coraline', ',', 'coraline', ',', 'dimmi', 'le', 'tue', 'verità']","coraline , coraline , dimmi le tue verità"
2238,Måneskin,"coraline, coraline, dimmi le tue verità","['coraline', ',', 'coraline', ',', 'dimmi', 'le', 'tue', 'verità']","coraline , coraline , dimmi le tue verità"
2239,Måneskin,"coraline, coraline, dimmi le tue verità","['coraline', ',', 'coraline', ',', 'dimmi', 'le', 'tue', 'verità']","coraline , coraline , dimmi le tue verità"
2240,Måneskin,coraline coraline,"['coraline', 'coraline']",coraline coraline
2241,Måneskin,coraline bella come il sole,"['coraline', 'bella', 'come', 'il', 'sole']",coraline bella come il sole
2242,Måneskin,guerriera dal cuore zelante,"['guerriera', 'dal', 'cuore', 'zelante']",guerriera dal cuore zelante
2243,Måneskin,capelli come rose rosse,"['capelli', 'come', 'rose', 'rosse']",capelli come rose rosse
2244,Måneskin,preziosi quei fili di rame amore portali da me,"['preziosi', 'quei', 'fili', 'di', 'rame', 'amore', 'portali', 'da', 'me']",preziosi quei fili di rame amore portali da me
2245,Måneskin,se senti campane cantare,"['se', 'senti', 'campane', 'cantare']",se sent campane cantare
2246,Måneskin,vedrai coraline che piange,"['vedrai', 'coraline', 'che', 'piange']",vedrai coraline che piange
2247,Måneskin,che prende il dolore degli altri,"['che', 'prende', 'il', 'dolore', 'degli', 'altri']",che prende il dolore degli altri
2248,Måneskin,e poi lo porta dentro lei,"['e', 'poi', 'lo', 'porta', 'dentro', 'lei']",e poi lo porta dentro lei
2249,Måneskin,"coraline, coraline, dimmi le tue verità","['coraline', ',', 'coraline', ',', 'dimmi', 'le', 'tue', 'verità']","coraline , coraline , dimmi le tue verità"
2250,Måneskin,"coraline, coraline, dimmi le tue verità","['coraline', ',', 'coraline', ',', 'dimmi', 'le', 'tue', 'verità']","coraline , coraline , dimmi le tue verità"
2251,Måneskin,"coraline, coraline, dimmi le tue verità","['coraline', ',', 'coraline', ',', 'dimmi', 'le', 'tue', 'verità']","coraline , coraline , dimmi le tue verità"
2252,Måneskin,"coraline, coraline","['coraline', ',', 'coraline']","coraline , coraline"
2253,Måneskin,però lei sa la verità,"['però', 'lei', 'sa', 'la', 'verità']",però lei sa la verità
2254,Måneskin,non è per tutti andare avanti,"['non', 'è', 'per', 'tutti', 'andare', 'avanti']",non è per tutti andare avanti
2255,Måneskin,con il cuore che è diviso in due metà,"['con', 'il', 'cuore', 'che', 'è', 'diviso', 'in', 'due', 'metà']",con il cuore che è diviso in due metà
2256,Måneskin,è freddo già,"['è', 'freddo', 'già']",è freddo già
2257,Måneskin,è una bambina però sente,"['è', 'una', 'bambina', 'però', 'sente']",è una bambina però sente
2258,Måneskin,come un peso e prima o poi si spezzerà,"['come', 'un', 'peso', 'e', 'prima', 'o', 'poi', 'si', 'spezzerà']",come un peso e prima o poi si spezzerà
2259,Måneskin,"la gente dirà: ""non vale niente""","['la', 'gente', 'dirà', ':', '``', 'non', 'vale', 'niente', ""''""]",la gente dirà : `` non vale niente ''
2260,Måneskin,non riesce neanche a uscire da una misera porta,"['non', 'riesce', 'neanche', 'a', 'uscire', 'da', 'una', 'misera', 'porta']",non riesce neanche a uscire da una misera porta
2261,Måneskin,"ma un giorno, una volta lei ci riuscirà","['ma', 'un', 'giorno', ',', 'una', 'volta', 'lei', 'ci', 'riuscirà']","ma un giorno , una volta lei ci riuscirà"
2262,Måneskin,e ho detto a coraline che può crescere,"['e', 'ho', 'detto', 'a', 'coraline', 'che', 'può', 'crescere']",e ho detto a coraline che può crescere
2263,Måneskin,prendere le sue cose e poi partire,"['prendere', 'le', 'sue', 'cose', 'e', 'poi', 'partire']",prendere le sue cose e poi partire
2264,Måneskin,ma sente un mostro che la tiene in gabbia,"['ma', 'sente', 'un', 'mostro', 'che', 'la', 'tiene', 'in', 'gabbia']",ma sente un mostro che la tiene in gabbia
2265,Måneskin,che le ricopre la strada di mine,"['che', 'le', 'ricopre', 'la', 'strada', 'di', 'mine']",che le ricopre la strada di mine
2266,Måneskin,e ho detto a coraline che può crescere,"['e', 'ho', 'detto', 'a', 'coraline', 'che', 'può', 'crescere']",e ho detto a coraline che può crescere
2267,Måneskin,prendere le sue cose e poi partire,"['prendere', 'le', 'sue', 'cose', 'e', 'poi', 'partire']",prendere le sue cose e poi partire
2268,Måneskin,ma coraline non vuole mangiare no,"['ma', 'coraline', 'non', 'vuole', 'mangiare', 'no']",ma coraline non vuole mangiare no
2269,Måneskin,sì coraline vorrebbe sparire,"['sì', 'coraline', 'vorrebbe', 'sparire']",sì coraline vorrebbe sparire
2270,Måneskin,e coraline piange,"['e', 'coraline', 'piange']",e coraline piange
2271,Måneskin,coraline ha l'ansia,"['coraline', 'ha', ""l'ansia""]",coraline ha l'ansia
2272,Måneskin,coraline vuole il mare ma ha paura dell'acqua,"['coraline', 'vuole', 'il', 'mare', 'ma', 'ha', 'paura', ""dell'acqua""]",coraline vuole il mare ma ha paura dell'acqua
2273,Måneskin,e forse il mare è dentro di lei,"['e', 'forse', 'il', 'mare', 'è', 'dentro', 'di', 'lei']",e forse il mare è dentro di lei
2274,Måneskin,e ogni parola è un'ascia,"['e', 'ogni', 'parola', 'è', ""un'ascia""]",e ogni parola è un'ascia
2275,Måneskin,un taglio sulla schiena,"['un', 'taglio', 'sulla', 'schiena']",un taglio sulla schiena
2276,Måneskin,come una zattera che naviga,"['come', 'una', 'zattera', 'che', 'naviga']",come una zattera che naviga
2277,Måneskin,in un fiume in piena,"['in', 'un', 'fiume', 'in', 'piena']",in un fiume in piena
2278,Måneskin,"e forse il fiume è dentro di lei, di lei","['e', 'forse', 'il', 'fiume', 'è', 'dentro', 'di', 'lei', ',', 'di', 'lei']","e forse il fiume è dentro di lei , di lei"
2279,Måneskin,sarò il fuoco ed il freddo,"['sarò', 'il', 'fuoco', 'ed', 'il', 'freddo']",sarò il fuoco ed il freddo
2280,Måneskin,riparo d'inverno,"['riparo', ""d'inverno""]",riparo d'inverno
2281,Måneskin,sarò ciò che respiri,"['sarò', 'ciò', 'che', 'respiri']",sarò ciò che respiri
